Person ID,Age,Gender,Government Employed,Private Employed,Not Employed,Marital Status,Monthly Mobile Money Transaction,Frequency of Mobile Money Usage,Use Mobile Money
K-200,31,Female,Yes,No,Yes,Widowed,721.6538381640624,15,Yes
K-806,35,Female,No,Yes,Yes,Divorced,16.851044325546543,16,Yes
K-771,24,Female,No,Yes,Yes,Divorced,891.7163355033664,14,Yes
K-070,27,Female,No,No,Yes,Married,902.3952193021934,24,Yes
K-872,63,Male,Yes,Yes,No,Single,553.0328540079793,1,Yes
K-876,55,Male,No,No,No,Single,911.1769668913702,2,No
K-976,54,Female,Yes,Yes,No,Single,964.297448608043,29,Yes
K-135,20,Female,No,No,Yes,Widowed,26.997658248131483,4,No
K-990,62,Male,No,No,Yes,Divorced,319.0087528553416,24,No
K-173,18,Female,No,Yes,Yes,Divorced,701.2841859486672,22,Yes
K-786,24,Male,Yes,Yes,No,Divorced,131.47367364287203,19,No
K-706,48,Male,Yes,Yes,No,Widowed,668.3077710980385,19,Yes
K-845,35,Male,No,Yes,No,Married,359.82081837549674,19,No
K-408,57,Female,Yes,No,Yes,Married,590.9380062763956,6,Yes
K-816,55,Male,No,Yes,No,Widowed,319.5027428298446,7,Yes
K-555,42,Male,No,Yes,Yes,Married,451.08711324857893,4,Yes
K-314,27,Female,No,No,No,Married,44.982526162164035,9,No
K-898,18,Female,No,No,Yes,Divorced,196.30538262653232,21,No
K-409,60,Male,Yes,No,No,Married,242.9772397159364,6,Yes
K-309,25,Male,Yes,Yes,No,Widowed,380.02722337157894,15,No
K-413,23,Male,No,No,No,Single,493.60225581050037,14,Yes
K-456,32,Male,No,No,Yes,Divorced,78.70803289125158,30,Yes
K-999,62,Male,No,No,No,Divorced,250.1716938210025,17,Yes
K-892,64,Male,No,No,Yes,Divorced,97.62970981717382,22,No
K-988,41,Male,Yes,Yes,Yes,Married,714.5202375410258,24,No
K-388,37,Male,No,Yes,Yes,Widowed,82.3637354543919,9,Yes
K-854,54,Female,Yes,No,Yes,Divorced,369.67607674130073,20,Yes
K-791,60,Male,Yes,Yes,Yes,Married,420.6096065840264,7,Yes
K-371,49,Male,Yes,No,Yes,Divorced,60.07114793928789,3,No
K-418,19,Female,Yes,No,No,Widowed,11.684403520657758,19,No
K-632,28,Female,No,No,Yes,Single,786.6589781951592,27,No
K-696,54,Male,No,No,Yes,Single,762.5771147464937,2,No
K-575,54,Male,Yes,No,Yes,Widowed,794.4930091596967,30,Yes
K-969,47,Female,Yes,Yes,Yes,Married,393.2983913645286,6,No
K-141,34,Male,Yes,No,No,Single,407.9144072882292,9,Yes
K-677,54,Male,No,Yes,No,Married,862.0289307316141,21,No
K-463,45,Female,Yes,No,No,Single,129.71176142498993,16,Yes
K-577,61,Female,No,Yes,No,Single,281.8388545487932,3,No
K-585,34,Male,No,No,Yes,Widowed,636.1853600307154,23,Yes
K-306,55,Female,No,No,No,Divorced,441.30861117914316,26,No
K-038,61,Female,Yes,No,No,Divorced,476.1482835448792,6,No
K-110,44,Male,No,Yes,Yes,Widowed,20.573728044163957,27,Yes
K-854,60,Female,Yes,Yes,No,Married,419.7108109654029,8,Yes
K-397,33,Female,Yes,No,No,Divorced,804.3915215546618,22,No
K-791,30,Male,Yes,No,No,Single,442.6557946792428,16,No
K-431,62,Male,Yes,Yes,No,Married,589.225140835133,2,No
K-425,64,Male,Yes,Yes,Yes,Widowed,456.4941354112121,9,No
K-527,29,Male,No,Yes,No,Divorced,629.4282676107624,15,Yes
K-882,35,Female,No,Yes,No,Single,849.5491273929229,9,No
K-602,48,Female,Yes,Yes,No,Married,407.63948778322515,5,No
K-510,43,Male,No,Yes,No,Divorced,866.4378703754381,14,No
K-069,48,Female,Yes,Yes,Yes,Single,33.31889525571762,27,No
K-717,53,Female,Yes,No,No,Married,255.36233614905578,20,No
K-765,47,Female,Yes,No,Yes,Married,441.1372612444726,9,Yes
K-950,25,Female,Yes,No,Yes,Married,468.5063622774601,1,No
K-240,61,Female,No,No,No,Single,978.2134727792321,7,Yes
K-126,22,Male,No,No,No,Widowed,231.3883219998685,24,Yes
K-665,53,Male,No,No,Yes,Widowed,619.5885602410004,24,No
K-225,50,Male,Yes,Yes,No,Married,114.9448336440496,15,No
K-894,37,Male,Yes,No,No,Married,905.671814668037,19,No
K-824,41,Female,Yes,No,Yes,Married,988.9631214868313,23,No
K-516,23,Male,Yes,No,Yes,Single,190.57974418007183,27,Yes
K-968,61,Male,No,Yes,No,Widowed,617.3107835098249,13,No
K-806,51,Female,Yes,Yes,Yes,Single,578.8566031291414,24,No
K-050,53,Female,Yes,Yes,Yes,Widowed,105.60717786595158,15,Yes
K-837,55,Male,Yes,No,Yes,Widowed,660.213438066377,11,No
K-409,19,Male,Yes,No,Yes,Divorced,963.6688337687641,16,No
K-391,46,Female,Yes,No,Yes,Widowed,398.092305584354,7,No
K-448,25,Female,No,Yes,Yes,Single,145.28956799773246,12,No
K-993,35,Female,No,No,Yes,Single,636.9951365855973,18,No
K-834,63,Male,Yes,Yes,No,Married,838.6941905402452,10,No
K-753,50,Female,No,No,Yes,Widowed,893.471289555077,30,No
K-794,61,Female,Yes,Yes,No,Single,619.9634978226441,10,Yes
K-170,32,Female,Yes,Yes,No,Divorced,886.4536735113634,12,No
K-724,39,Male,Yes,No,Yes,Single,190.57296674950416,13,Yes
K-213,64,Female,Yes,No,Yes,Married,907.2407636410752,1,Yes
K-423,38,Male,No,Yes,No,Divorced,904.5666627204766,10,Yes
K-872,30,Male,Yes,Yes,Yes,Single,425.46226631671556,1,No
K-387,61,Male,No,Yes,Yes,Married,150.870560299863,7,Yes
K-933,34,Male,No,No,No,Single,765.4103987904724,24,No
K-575,20,Male,Yes,No,Yes,Divorced,451.1892614819001,8,Yes
K-825,51,Male,No,No,No,Divorced,327.240024588992,26,Yes
K-884,39,Female,No,No,Yes,Married,991.4913755779324,4,No
K-771,38,Male,No,Yes,Yes,Widowed,326.51296807548147,20,Yes
K-404,45,Male,No,Yes,Yes,Widowed,692.5992750082479,14,Yes
K-749,51,Male,Yes,Yes,Yes,Single,659.8645092739201,10,Yes
K-873,22,Female,No,No,Yes,Divorced,830.1877100674945,22,Yes
K-468,55,Male,Yes,No,Yes,Divorced,571.8151372286943,19,No
K-072,18,Male,No,No,Yes,Divorced,643.5651741239448,21,No
K-171,44,Male,Yes,No,Yes,Single,904.619672208586,3,No
K-662,62,Male,Yes,No,No,Married,353.1008667464527,18,No
K-166,55,Female,Yes,No,Yes,Married,595.3234985946856,4,Yes
K-177,54,Female,No,No,Yes,Married,600.2583775736007,30,No
K-797,64,Female,No,Yes,No,Divorced,946.6071466333468,30,Yes
K-208,18,Male,No,Yes,Yes,Single,295.8925718566944,7,Yes
K-236,52,Female,Yes,Yes,No,Single,948.2463768801944,24,No
K-486,30,Male,Yes,No,No,Widowed,952.8037925676006,14,No
K-758,38,Female,Yes,No,No,Widowed,870.5956321247496,5,Yes
K-264,45,Male,No,Yes,Yes,Divorced,301.805363132542,1,No
K-375,47,Female,Yes,No,Yes,Widowed,816.0926683517157,8,Yes
K-197,63,Female,Yes,Yes,Yes,Widowed,21.94911849549279,27,Yes
K-373,24,Male,No,Yes,Yes,Widowed,671.7873461721894,7,Yes
K-827,22,Male,No,Yes,Yes,Married,911.0653605969065,5,Yes
K-513,34,Female,No,Yes,No,Married,716.4257852144425,19,Yes
K-154,28,Male,No,No,Yes,Single,925.2864407782633,11,No
K-081,62,Female,Yes,Yes,Yes,Widowed,498.66781118568855,30,No
K-243,24,Male,No,Yes,Yes,Divorced,842.56005043489,25,No
K-327,62,Female,No,Yes,Yes,Divorced,584.385556018583,18,Yes
K-738,46,Male,Yes,No,Yes,Divorced,345.8397367992225,14,No
K-285,58,Female,Yes,No,Yes,Single,728.8461967037223,5,No
K-431,63,Female,No,No,No,Widowed,391.2249716448773,12,Yes
K-100,33,Male,Yes,Yes,Yes,Widowed,110.19010666106585,16,Yes
K-981,35,Male,Yes,Yes,No,Married,473.9445029325579,22,No
K-109,50,Female,Yes,No,No,Divorced,544.4860097156454,29,Yes
K-891,31,Male,Yes,No,Yes,Married,691.2559096250661,25,No
K-456,36,Female,No,No,Yes,Divorced,59.7330804951879,29,Yes
K-230,27,Female,Yes,Yes,Yes,Married,614.81465529085,26,No
K-274,50,Male,No,No,No,Divorced,283.1353542908929,4,Yes
K-047,50,Female,Yes,Yes,Yes,Divorced,528.9183770018277,29,Yes
K-325,24,Female,Yes,No,No,Divorced,420.8285842856384,16,Yes
K-115,25,Female,Yes,No,No,Widowed,677.7648789061836,21,No
K-744,36,Male,Yes,No,No,Married,205.05730693540596,23,No
K-480,29,Female,No,Yes,Yes,Single,276.87295598595813,7,Yes
K-065,23,Female,Yes,No,No,Divorced,532.6480369004742,20,Yes
K-344,57,Male,Yes,Yes,Yes,Married,968.754729827769,12,No
K-344,31,Male,No,Yes,No,Married,555.3443206196023,11,No
K-386,31,Female,No,No,Yes,Married,944.6064796606066,13,Yes
K-501,49,Female,Yes,No,No,Married,361.649322706218,1,No
K-053,55,Female,No,Yes,Yes,Married,70.15380518092665,29,No
K-420,62,Male,Yes,Yes,Yes,Widowed,413.6725953879332,6,Yes
K-340,26,Female,Yes,No,Yes,Married,190.57245954202972,14,Yes
K-234,26,Female,No,No,No,Married,88.43078169061427,30,Yes
K-060,63,Female,No,No,Yes,Divorced,926.5625164189569,12,Yes
K-592,54,Male,No,No,No,Married,604.9417842328035,18,Yes
K-381,59,Male,No,No,No,Single,776.9521467628794,22,No
K-401,25,Female,No,No,Yes,Married,777.42602996672,7,Yes
K-405,20,Female,No,Yes,No,Divorced,699.0303891019719,16,No
K-189,32,Female,Yes,Yes,Yes,Single,260.7137947809925,29,No
K-606,50,Male,Yes,No,Yes,Married,797.0585935941501,12,Yes
K-173,40,Female,No,No,Yes,Single,712.6087373362708,22,Yes
K-836,57,Male,No,No,Yes,Single,60.40685669189419,11,Yes
K-711,60,Male,No,No,No,Single,459.2455841271983,13,Yes
K-122,44,Male,Yes,Yes,No,Married,304.4933812804456,4,Yes
K-744,57,Female,No,Yes,Yes,Divorced,108.17194668135986,9,Yes
K-973,44,Female,No,Yes,Yes,Single,668.6162186785365,14,No
K-371,33,Female,No,Yes,No,Divorced,600.5965185933217,24,No
K-338,30,Female,No,Yes,No,Married,572.9571976557004,1,No
K-518,27,Male,Yes,Yes,Yes,Single,415.7282696661972,3,No
K-643,60,Female,No,No,No,Married,37.10908885994373,21,No
K-490,55,Female,Yes,No,Yes,Widowed,21.054816441959545,19,Yes
K-001,29,Female,Yes,Yes,No,Single,553.9040238291725,30,No
K-052,44,Female,Yes,Yes,Yes,Married,789.0880369898186,26,Yes
K-771,32,Male,Yes,Yes,No,Divorced,867.3554713303001,13,Yes
K-130,44,Male,No,No,Yes,Married,872.1911659369409,8,No
K-557,28,Female,No,No,No,Divorced,281.02532045071507,9,Yes
K-218,47,Female,No,No,Yes,Single,364.1223836094218,9,No
K-271,53,Male,Yes,No,No,Divorced,875.4874653848509,19,Yes
K-191,47,Female,No,Yes,Yes,Married,399.8672443985073,16,No
K-213,52,Male,No,Yes,Yes,Widowed,906.3781466595352,26,Yes
K-118,20,Female,No,No,No,Married,977.6535033675983,28,No
K-406,19,Female,No,No,No,Widowed,162.1356965555846,2,No
K-958,34,Male,No,No,No,Married,720.0819526355698,28,No
K-074,55,Female,Yes,No,Yes,Married,18.81296237448506,6,No
K-059,18,Male,No,No,Yes,Single,904.5395345401015,26,Yes
K-483,23,Female,No,Yes,Yes,Single,321.40637887837516,4,Yes
K-861,38,Female,No,No,Yes,Divorced,806.6704279226045,21,No
K-631,57,Male,Yes,Yes,No,Widowed,962.7072622916205,21,No
K-141,39,Female,No,No,No,Single,775.7507983028803,17,Yes
K-092,60,Male,No,No,Yes,Widowed,869.3640686527951,23,Yes
K-452,40,Male,Yes,No,No,Widowed,565.0677596492076,6,Yes
K-170,41,Male,Yes,No,No,Single,237.10799167284935,3,Yes
K-357,46,Female,Yes,No,Yes,Divorced,115.96910406901463,26,No
K-279,23,Female,No,Yes,No,Divorced,680.435586694467,11,No
K-598,61,Male,Yes,Yes,Yes,Married,715.4256940869677,20,No
K-178,59,Male,Yes,No,Yes,Widowed,521.901796972,15,No
K-102,55,Female,No,Yes,No,Single,308.83548438015083,11,No
K-609,40,Female,Yes,No,No,Single,163.57654858956187,27,Yes
K-651,55,Female,No,Yes,Yes,Single,785.4091496319116,17,No
K-685,60,Female,No,No,No,Single,128.1958779483727,9,Yes
K-520,20,Female,No,No,Yes,Widowed,66.25336275928107,29,Yes
K-677,57,Male,Yes,No,Yes,Divorced,717.0230368719771,11,Yes
K-056,43,Male,No,No,No,Married,74.55232163360486,22,No
K-787,24,Female,No,Yes,Yes,Widowed,428.94598169968447,25,No
K-630,55,Male,No,Yes,No,Single,960.2901502002088,10,Yes
K-093,55,Female,Yes,No,No,Married,642.8154896943829,10,No
K-973,19,Male,No,No,Yes,Single,313.78313559340506,17,Yes
K-555,51,Male,Yes,Yes,Yes,Divorced,839.3810616928724,4,Yes
K-818,48,Female,Yes,No,No,Divorced,353.98393197413264,7,No
K-731,25,Male,Yes,No,Yes,Single,476.4730026786689,25,Yes
K-302,22,Male,Yes,No,Yes,Divorced,498.58547361105826,17,No
K-055,34,Female,No,Yes,No,Widowed,502.03560117642314,1,Yes
K-061,18,Male,Yes,No,Yes,Divorced,513.3137069592608,7,Yes
K-627,49,Female,Yes,Yes,Yes,Married,683.4606744237328,27,Yes
K-069,47,Female,Yes,Yes,No,Divorced,195.81528568998192,27,No
K-605,33,Male,Yes,No,No,Single,819.6681972602771,24,No
K-383,26,Male,No,No,No,Married,929.38248039153,3,Yes
K-629,18,Male,Yes,No,Yes,Widowed,320.92286935526135,25,Yes
K-887,24,Male,Yes,No,No,Divorced,391.3969009129478,12,Yes
K-561,25,Female,No,Yes,No,Divorced,99.60223662561978,26,No
K-099,54,Female,Yes,No,No,Married,729.1734527946692,5,No
K-493,31,Male,Yes,Yes,Yes,Widowed,402.4436848413911,2,Yes
K-131,24,Male,No,No,Yes,Divorced,259.6017486664275,27,Yes
K-575,59,Female,No,No,No,Widowed,244.70911285925771,2,Yes
K-988,18,Male,No,No,No,Widowed,927.2868154623685,26,No
K-209,40,Female,Yes,Yes,Yes,Single,490.3528441849729,28,No
K-614,45,Male,No,Yes,Yes,Single,90.09105658010553,9,Yes
K-052,47,Female,No,No,Yes,Single,893.939635740324,24,No
K-927,55,Female,Yes,Yes,Yes,Single,826.3262173838938,26,Yes
K-208,20,Female,Yes,Yes,No,Divorced,783.3527430942778,7,Yes
K-876,63,Female,No,Yes,No,Widowed,550.8723138192639,29,No
K-193,56,Female,No,No,Yes,Widowed,633.35860394583,20,Yes
K-260,50,Male,No,Yes,Yes,Single,840.9477618378969,9,Yes
K-076,21,Female,No,No,Yes,Single,394.31295812305905,21,Yes
K-512,42,Male,No,Yes,Yes,Single,582.8338039941927,10,No
K-322,23,Female,No,No,No,Single,443.2151743015111,15,No
K-940,46,Male,No,Yes,No,Divorced,193.42260166387564,23,No
K-948,51,Male,Yes,Yes,Yes,Married,456.24908904600204,4,Yes
K-303,31,Male,Yes,No,No,Divorced,124.4247959630955,20,No
K-657,58,Male,No,No,Yes,Single,857.8119049817523,12,No
K-192,38,Female,No,No,No,Divorced,499.8032577363264,23,No
K-043,41,Male,No,Yes,Yes,Single,539.8405315666969,5,No
K-631,63,Male,Yes,No,Yes,Single,504.13282354302555,6,No
K-204,23,Female,No,No,No,Married,505.1304117341347,26,No
K-165,41,Male,Yes,No,Yes,Divorced,35.00688508098544,21,Yes
K-332,51,Female,No,Yes,No,Divorced,222.67475895647587,25,Yes
K-265,26,Male,Yes,No,No,Divorced,540.7545134768175,17,No
K-382,63,Male,Yes,No,No,Single,545.4563375753812,12,Yes
K-267,22,Male,Yes,No,No,Single,563.49926473068,30,No
K-180,39,Male,Yes,No,Yes,Married,856.5022960489059,23,Yes
K-229,63,Male,No,Yes,No,Divorced,102.8075568793513,23,No
K-304,53,Female,No,Yes,Yes,Married,19.70125291424562,16,Yes
K-903,29,Female,No,Yes,No,Widowed,209.4427072266998,20,No
K-860,56,Female,Yes,No,No,Married,435.9169510093055,13,No
K-634,29,Female,No,Yes,Yes,Married,806.2783534156054,2,No
K-468,43,Female,Yes,Yes,No,Married,401.57483695769884,16,No
K-199,48,Female,Yes,Yes,No,Married,743.2505563733405,3,No
K-105,18,Female,No,Yes,Yes,Married,825.9998960440563,30,No
K-103,32,Male,No,Yes,Yes,Single,188.1765600860856,29,Yes
K-819,57,Male,No,No,Yes,Widowed,871.507268779519,30,Yes
K-690,24,Male,No,No,Yes,Married,206.32427158040028,21,Yes
K-308,56,Male,No,Yes,No,Widowed,320.2082041167322,25,No
K-568,21,Female,No,No,No,Divorced,799.1614085426398,19,Yes
K-110,21,Female,No,No,Yes,Divorced,264.0566819867387,28,Yes
K-762,22,Male,No,No,No,Divorced,520.5171640111272,10,Yes
K-100,59,Male,Yes,No,Yes,Divorced,735.8749753490812,6,Yes
K-165,35,Female,No,No,Yes,Married,220.38860964993597,8,No
K-560,40,Female,Yes,No,No,Single,983.8457796994173,22,Yes
K-384,29,Female,Yes,No,Yes,Married,886.447683998841,27,Yes
K-479,57,Female,Yes,Yes,Yes,Divorced,118.5378539586642,30,No
K-763,39,Male,No,No,Yes,Married,824.4642994583782,5,No
K-534,36,Female,No,No,No,Widowed,679.6538185305947,11,Yes
K-302,34,Male,Yes,Yes,No,Single,339.77086324091624,21,No
K-536,31,Male,No,Yes,Yes,Widowed,841.9602000933936,19,Yes
K-832,27,Male,Yes,No,No,Married,722.0992352206132,3,Yes
K-916,39,Male,Yes,No,Yes,Divorced,317.9498484532335,27,No
K-525,53,Female,No,Yes,Yes,Widowed,902.7530183755879,22,No
K-676,38,Male,Yes,No,Yes,Single,885.8772684884343,29,No
K-315,47,Male,Yes,Yes,Yes,Widowed,123.29616880239354,4,Yes
K-107,56,Female,Yes,No,Yes,Divorced,662.2113384872151,1,Yes
K-112,33,Male,No,Yes,Yes,Married,637.7914816899266,19,No
K-212,39,Female,Yes,No,Yes,Divorced,895.9969872848707,16,Yes
K-272,24,Male,No,No,No,Single,390.49103014325266,22,Yes
K-672,21,Female,No,Yes,No,Single,463.3479045374388,12,Yes
K-934,26,Male,No,Yes,No,Single,780.4454333687664,27,Yes
K-978,57,Female,Yes,No,No,Widowed,591.0572627704395,8,No
K-939,64,Female,Yes,Yes,Yes,Single,396.82194851012684,23,No
K-654,62,Female,No,Yes,Yes,Single,838.4234467760141,13,Yes
K-078,40,Male,No,Yes,No,Single,51.78287944285688,3,Yes
K-641,39,Male,No,No,Yes,Single,793.6317522016209,20,Yes
K-482,43,Female,No,No,No,Divorced,801.4159048011933,2,No
K-954,25,Male,Yes,Yes,No,Widowed,387.48978209296513,15,Yes
K-572,25,Female,Yes,No,Yes,Married,992.5753956186185,24,No
K-325,48,Male,Yes,No,No,Widowed,470.24186587563986,6,No
K-206,55,Female,Yes,No,Yes,Widowed,52.683159300139586,23,Yes
K-488,19,Female,No,Yes,No,Single,566.3250092098925,17,No
K-619,51,Male,Yes,No,No,Divorced,158.6053819196072,20,No
K-174,58,Female,No,Yes,Yes,Widowed,298.2658147838503,28,Yes
K-781,47,Male,Yes,No,No,Divorced,810.5588078996036,27,No
K-018,46,Female,No,Yes,Yes,Single,356.9808250955922,25,No
K-187,35,Male,Yes,No,No,Single,146.12592226512336,24,Yes
K-877,19,Female,Yes,Yes,No,Single,180.1065240701663,15,No
K-337,27,Male,No,No,No,Single,163.2717448115463,26,Yes
K-842,53,Male,Yes,No,No,Married,985.5907793162868,5,Yes
K-999,29,Male,Yes,No,No,Married,774.5957393408554,18,Yes
K-941,41,Male,No,No,Yes,Divorced,158.3005975025497,27,Yes
K-208,61,Female,Yes,Yes,Yes,Single,588.4653716434944,22,Yes
K-049,60,Female,Yes,No,No,Married,693.2790585725429,22,No
K-294,30,Female,No,Yes,No,Divorced,55.44222510973527,13,Yes
K-325,51,Male,Yes,No,Yes,Single,535.740581247682,1,Yes
K-900,34,Male,Yes,Yes,Yes,Divorced,916.148795629893,25,Yes
K-031,19,Female,No,No,Yes,Divorced,979.9402692512289,8,Yes
K-899,28,Female,No,Yes,Yes,Widowed,312.9845198031968,3,Yes
K-862,28,Female,Yes,No,Yes,Divorced,695.1246722644858,28,Yes
K-586,55,Male,No,No,Yes,Widowed,74.09215365267995,19,No
K-627,42,Male,No,No,Yes,Married,557.9640074427915,28,Yes
K-361,53,Male,No,No,No,Widowed,780.3633817935382,27,No
K-913,61,Male,Yes,Yes,Yes,Widowed,935.433616639169,11,Yes
K-816,45,Female,No,No,No,Single,510.7636296294816,26,Yes
K-912,54,Female,No,No,No,Divorced,215.13700314524175,25,Yes
K-654,41,Female,No,No,Yes,Single,527.7540945034979,18,Yes
K-137,39,Male,No,Yes,No,Widowed,204.3361039681811,25,No
K-162,29,Male,Yes,No,Yes,Widowed,491.7088460630715,15,Yes
K-095,34,Female,Yes,Yes,No,Widowed,187.43476610558855,5,Yes
K-659,53,Male,No,No,No,Single,231.01052750528183,21,No
K-844,50,Female,No,No,No,Married,189.71004378408938,22,Yes
K-298,50,Male,No,No,No,Married,263.9484533701417,26,No
K-109,33,Male,No,Yes,Yes,Single,788.6582888458939,3,Yes
K-608,20,Male,Yes,Yes,No,Widowed,852.946950279542,28,Yes
K-388,25,Female,Yes,Yes,No,Single,792.4118084737398,14,No
K-024,62,Male,No,Yes,Yes,Married,939.1974961004998,21,No
K-327,23,Female,No,Yes,No,Single,910.9538504568725,25,No
K-445,63,Female,No,Yes,Yes,Married,640.8697165207345,29,No
K-977,31,Male,No,No,No,Married,802.8040276946169,7,Yes
K-577,48,Female,No,No,Yes,Single,628.5698105157427,20,No
K-550,39,Female,No,Yes,No,Divorced,799.4760763931977,3,No
K-869,51,Male,No,No,No,Widowed,343.60116049738633,3,Yes
K-145,32,Male,Yes,Yes,Yes,Single,20.892626105966276,29,Yes
K-399,55,Female,No,Yes,Yes,Single,373.63435731230095,7,No
K-858,24,Male,No,Yes,No,Single,534.785083536425,2,No
K-022,44,Male,No,No,No,Single,102.06033806357662,16,No
K-644,62,Male,No,No,Yes,Widowed,620.0802731892067,16,Yes
K-415,27,Male,Yes,Yes,No,Widowed,476.6814746842742,20,Yes
K-217,59,Female,No,No,No,Widowed,488.7325385142357,5,Yes
K-454,24,Male,Yes,No,Yes,Widowed,106.95106293146927,25,Yes
K-290,37,Male,No,Yes,No,Married,313.8703086663434,26,Yes
K-130,28,Female,No,Yes,No,Married,450.74805623493387,19,Yes
K-586,55,Female,Yes,No,Yes,Divorced,211.71481672588754,11,No
K-049,19,Female,No,No,No,Married,981.3557649537893,28,No
K-934,57,Female,No,Yes,No,Widowed,422.24963892278424,5,No
K-193,43,Female,Yes,Yes,No,Single,53.88292766566015,29,Yes
K-750,56,Male,No,No,No,Married,816.4566298350346,22,Yes
K-320,31,Male,No,Yes,Yes,Single,211.65879430461572,10,No
K-189,28,Female,Yes,No,Yes,Divorced,983.2029863399796,3,Yes
K-978,56,Male,Yes,Yes,Yes,Married,719.4578370519905,8,No
K-356,29,Male,Yes,Yes,No,Divorced,71.40136610568346,6,No
K-393,19,Female,Yes,No,Yes,Married,198.16536979264026,3,Yes
K-485,30,Male,No,Yes,Yes,Married,96.10640795744287,2,Yes
K-328,26,Male,Yes,No,No,Married,347.2925733634698,30,No
K-638,58,Male,Yes,Yes,Yes,Widowed,96.53343850097617,13,No
K-576,33,Female,No,Yes,No,Married,606.4233677819825,15,No
K-482,45,Female,No,No,No,Divorced,116.43827783132497,2,No
K-396,22,Female,No,No,No,Widowed,456.4434815487636,9,No
K-743,38,Female,Yes,Yes,No,Married,407.132667607636,9,No
K-348,27,Male,Yes,Yes,No,Widowed,524.9489162825009,14,Yes
K-128,24,Female,No,Yes,No,Divorced,946.0770958661714,18,No
K-986,55,Male,No,Yes,Yes,Widowed,405.4196512739795,12,Yes
K-543,26,Male,No,Yes,No,Single,734.1406897592938,24,No
K-695,19,Male,Yes,No,No,Divorced,914.5873684976776,14,Yes
K-285,34,Male,Yes,No,No,Divorced,841.0580931425919,16,Yes
K-356,51,Male,Yes,Yes,Yes,Widowed,362.497157171369,24,Yes
K-077,18,Male,No,Yes,No,Widowed,154.1661644366741,4,No
K-280,29,Female,No,Yes,Yes,Married,941.0152997057965,8,No
K-672,46,Female,No,No,Yes,Widowed,966.2548357853922,29,No
K-088,50,Female,Yes,Yes,Yes,Widowed,433.59421980361697,29,No
K-717,51,Male,No,No,Yes,Single,979.7341137848829,26,Yes
K-539,45,Male,Yes,Yes,No,Single,631.8507171738047,13,No
K-894,61,Male,No,Yes,Yes,Single,282.3671179842338,4,Yes
K-099,64,Female,No,Yes,No,Married,659.9551693332725,2,Yes
K-973,42,Female,No,Yes,Yes,Single,330.84709518374814,5,No
K-975,29,Female,No,No,No,Single,210.839661129242,7,No
K-372,64,Male,No,No,No,Divorced,788.3548291991954,7,Yes
K-067,34,Male,Yes,No,No,Divorced,729.4284367910674,6,Yes
K-010,63,Male,Yes,Yes,Yes,Married,298.4409283572095,29,Yes
K-195,18,Female,No,Yes,No,Divorced,549.1042220892754,13,Yes
K-885,28,Female,Yes,Yes,Yes,Divorced,49.14809176872584,9,No
K-772,18,Male,Yes,Yes,Yes,Widowed,11.527188713956843,11,No
K-053,21,Female,No,No,Yes,Single,214.45885483055835,3,No
K-104,52,Male,No,Yes,No,Single,309.62187821770846,7,No
K-876,31,Male,No,No,No,Widowed,128.659761379634,8,Yes
K-644,46,Female,Yes,No,No,Divorced,303.90645420100884,12,No
K-851,46,Female,Yes,No,No,Single,739.9865290883395,1,Yes
K-582,58,Female,Yes,No,No,Single,177.65541552081763,17,No
K-809,37,Male,No,Yes,No,Widowed,673.165029272023,16,No
K-634,56,Female,No,No,Yes,Single,613.9755220920376,27,No
K-386,30,Female,No,No,Yes,Single,532.5763031686951,19,No
K-818,42,Female,Yes,No,No,Divorced,874.0659037309481,21,No
K-620,32,Male,Yes,Yes,No,Divorced,944.9423090521877,17,Yes
K-378,60,Female,Yes,Yes,No,Divorced,225.43324552845152,8,Yes
K-864,63,Female,Yes,No,No,Single,131.56483561324794,10,Yes
K-612,58,Male,No,No,Yes,Single,978.6013701562887,28,No
K-569,22,Female,No,No,No,Single,738.5767536025475,18,No
K-562,46,Male,No,No,No,Widowed,363.88548175826077,23,No
K-201,58,Female,Yes,No,Yes,Divorced,163.96275703108353,27,No
K-274,64,Male,No,Yes,No,Married,867.6237027127085,9,Yes
K-941,28,Male,Yes,Yes,No,Married,379.6683633455038,24,No
K-104,54,Male,Yes,Yes,Yes,Married,199.53777194848064,25,No
K-299,20,Male,No,Yes,Yes,Single,490.0273052419273,3,Yes
K-914,46,Female,No,No,Yes,Single,453.85327501810343,4,No
K-713,27,Female,Yes,Yes,No,Divorced,726.911166414166,21,No
K-577,43,Female,Yes,Yes,Yes,Divorced,735.6154541729455,14,No
K-995,34,Male,No,No,Yes,Divorced,498.3036142115213,14,No
K-391,43,Male,Yes,No,No,Married,641.01878674011,30,Yes
K-188,48,Female,No,No,Yes,Married,412.8184521636335,29,No
K-371,24,Male,Yes,Yes,Yes,Widowed,831.6152598710705,11,Yes
K-045,53,Male,Yes,No,No,Widowed,801.3335616735873,9,Yes
K-820,39,Female,Yes,Yes,Yes,Single,196.43919003721953,30,No
K-863,27,Female,No,Yes,Yes,Single,418.59491344336493,23,Yes
K-770,55,Female,No,Yes,No,Widowed,459.4552239090138,26,Yes
K-115,47,Male,No,Yes,Yes,Single,301.9743530030502,27,No
K-529,41,Male,Yes,No,No,Married,399.4920862694326,17,Yes
K-553,48,Female,No,Yes,No,Single,463.12056004500937,28,Yes
